loss,accuracy,custom_cost_metric,val_loss,val_accuracy,val_custom_cost_metric,val_cost
1.6141256093978882,0.19894999265670776,160.91798400878906,1.6209022998809814,0.07253269851207733,12.30500602722168,62142
1.6115798950195312,0.20069999992847443,157.13658142089844,1.6221505403518677,0.1613158881664276,11.613747596740723,58659
1.6094380617141724,0.20945000648498535,153.7401123046875,1.624353051185608,0.2447483092546463,10.90438175201416,55084
1.608383059501648,0.2122499942779541,153.74461364746094,1.6264197826385498,0.30400317907333374,10.098489761352539,51005
1.6062599420547485,0.22499999403953552,149.7220916748047,1.6252473592758179,0.36900514364242554,9.400331497192383,47487
1.6036200523376465,0.22300000488758087,150.66403198242188,1.6284185647964478,0.3834720551967621,8.407736778259277,42461
1.6024583578109741,0.2320999950170517,147.49050903320312,1.631032943725586,0.3729686737060547,8.083267211914062,40822
1.6006640195846558,0.23829999566078186,143.20062255859375,1.6318104267120361,0.38049939274787903,7.979196071624756,40293
1.5993894338607788,0.23600000143051147,140.86680603027344,1.6438976526260376,0.34938564896583557,7.845105171203613,39613
1.5969436168670654,0.23929999768733978,138.44000244140625,1.6454535722732544,0.344034880399704,7.846570014953613,39618
1.5969600677490234,0.23925000429153442,139.08741760253906,1.6326733827590942,0.37237414717674255,7.8620195388793945,39700
1.5940138101577759,0.24684999883174896,140.5629425048828,1.6245253086090088,0.37772491574287415,8.097947120666504,40893
1.593456506729126,0.2483000010251999,134.0491180419922,1.6171821355819702,0.3832738697528839,7.796032905578613,39359
1.590451955795288,0.2500999867916107,131.83990478515625,1.6210416555404663,0.36722156405448914,7.878750801086426,39782
1.5877790451049805,0.2518500089645386,127.84210205078125,1.6126434803009033,0.38208481669425964,7.856371879577637,39665
1.5876317024230957,0.2524000108242035,126.12535095214844,1.5984095335006714,0.3840665817260742,8.019067764282227,40492
1.585749864578247,0.2556000053882599,127.58556365966797,1.5794775485992432,0.405469685792923,7.987034320831299,40328
1.5820209980010986,0.2556000053882599,123.7677230834961,1.5546315908432007,0.41359493136405945,8.278861999511719,41802
1.5788977146148682,0.257750004529953,122.33551025390625,1.5744075775146484,0.39338091015815735,8.26424789428711,41727
1.5803695917129517,0.2556000053882599,121.4173355102539,1.556729793548584,0.40467697381973267,8.146103858947754,41133
1.5751421451568604,0.26225000619888306,116.62654876708984,1.5397874116897583,0.4201347529888153,8.295286178588867,41893
1.5733617544174194,0.2640500068664551,113.92901611328125,1.5163087844848633,0.4334126114845276,8.050522804260254,40654
1.5715192556381226,0.259550005197525,114.85054016113281,1.48783540725708,0.44768133759498596,7.861140251159668,39700
1.5666908025741577,0.2672500014305115,112.29936981201172,1.4798904657363892,0.4528339207172394,8.034927368164062,40582
1.5644241571426392,0.268449991941452,108.99725341796875,1.4701277017593384,0.4464922845363617,7.784692764282227,39317
1.5612765550613403,0.2713499963283539,108.54966735839844,1.4987983703613281,0.4080459773540497,8.047453880310059,40642
1.5575147867202759,0.2680499851703644,108.80321502685547,1.4240156412124634,0.45025762915611267,7.872941970825195,39763
1.5529685020446777,0.27399998903274536,105.3916244506836,1.46683931350708,0.4060642123222351,8.033791542053223,40572
1.552875280380249,0.2754499912261963,102.52820587158203,1.3602774143218994,0.47582241892814636,7.958897113800049,40200
1.550156831741333,0.27390000224113464,101.68565368652344,1.3819549083709717,0.4585810601711273,8.271836280822754,41780
1.5443525314331055,0.27959999442100525,98.70057678222656,1.3383523225784302,0.4694807827472687,8.0294189453125,40551
1.541410207748413,0.27549999952316284,96.96820068359375,1.3349440097808838,0.46254459023475647,8.23186206817627,41574
1.5373797416687012,0.28029999136924744,93.44798278808594,1.2865909337997437,0.4902893304824829,7.97789192199707,40294
1.535538673400879,0.28345000743865967,93.4977035522461,1.2210887670516968,0.5237812399864197,8.494674682617188,42905
1.5262702703475952,0.28505000472068787,92.53939056396484,1.262752652168274,0.4972255229949951,8.240228652954102,41620
1.5294402837753296,0.28584998846054077,90.08476257324219,1.2585769891738892,0.4877130389213562,7.81773042678833,39482
1.523314118385315,0.28485000133514404,90.37225341796875,1.2747241258621216,0.4762187898159027,8.034663200378418,40579
1.5199013948440552,0.2875500023365021,89.87625122070312,1.2093027830123901,0.5142687559127808,8.58114242553711,43342
1.5162469148635864,0.28964999318122864,90.05561065673828,1.1627315282821655,0.5323027968406677,8.099420547485352,40909
1.5207263231277466,0.2819499969482422,89.12215423583984,1.239428162574768,0.48910027742385864,8.777374267578125,44331
1.5131093263626099,0.2897999882698059,86.9206771850586,1.1783015727996826,0.5217994451522827,8.572997093200684,43301
1.5111991167068481,0.28630000352859497,87.5938491821289,1.1796931028366089,0.519223153591156,8.590130805969238,43388
1.5115596055984497,0.2876499891281128,87.13383483886719,1.1945767402648926,0.510503351688385,8.113177299499512,40978
