loss,accuracy,custom_cost_metric,val_loss,val_accuracy,val_custom_cost_metric,val_cost
1.5058704614639282,0.29155001044273376,87.26766967773438,1.1546229124069214,0.5350772738456726,8.137892723083496,41105
1.5094728469848633,0.29190000891685486,86.1763687133789,1.3203803300857544,0.45065397024154663,8.649452209472656,43682
1.5030221939086914,0.2926500141620636,83.98003387451172,1.1652542352676392,0.5305192470550537,8.712992668151855,44009
1.502053141593933,0.2964000105857849,85.53983306884766,1.1698877811431885,0.531708300113678,8.444766998291016,42656
1.5053411722183228,0.29135000705718994,86.33251953125,1.0986952781677246,0.5667855739593506,8.288516998291016,41872
1.4975064992904663,0.2985000014305115,84.67432403564453,1.1493346691131592,0.5416170954704285,8.620414733886719,43545
1.5003747940063477,0.29635000228881836,84.28888702392578,1.2135589122772217,0.515457808971405,8.330645561218262,42074
1.4957926273345947,0.2973000109195709,83.68844604492188,1.1195811033248901,0.5642092823982239,8.606884002685547,43484
1.4956856966018677,0.29670000076293945,84.5656967163086,1.1327762603759766,0.5584621429443359,8.431126594543457,42590
1.4901777505874634,0.3033500015735626,83.20941162109375,1.1370998620986938,0.5523186922073364,8.278348922729492,41817
1.4894037246704102,0.2985999882221222,81.92891693115234,1.2514795064926147,0.4980182349681854,8.13668441772461,41095
1.4871273040771484,0.2974500060081482,82.50718688964844,1.1850734949111938,0.5340864062309265,8.824396133422852,44578
1.484671950340271,0.298550009727478,82.37659454345703,1.2127677202224731,0.5245739221572876,8.242886543273926,41634
1.4850363731384277,0.30105000734329224,83.05111694335938,1.0616950988769531,0.5963138937950134,8.448195457458496,42680
1.4839801788330078,0.30160000920295715,82.08091735839844,1.1576405763626099,0.5525168180465698,8.573488235473633,43307
1.4825299978256226,0.30594998598098755,81.79353332519531,1.1975548267364502,0.5285374522209167,8.381394386291504,42333
1.4819133281707764,0.30169999599456787,81.3227310180664,1.1035877466201782,0.5820451974868774,8.252394676208496,41693
1.4794893264770508,0.3024500012397766,81.91114044189453,1.1168100833892822,0.5804597735404968,8.465900421142578,42771
1.478085994720459,0.30140000581741333,80.9139404296875,1.0933579206466675,0.5895758867263794,8.182204246520996,41337
1.4781181812286377,0.30274999141693115,82.06214904785156,1.2218387126922607,0.5257629752159119,8.432328224182129,42592
1.4723665714263916,0.3084999918937683,82.41992950439453,1.161783218383789,0.5566785335540771,8.563276290893555,43260
1.4772017002105713,0.30329999327659607,81.52281188964844,1.1699752807617188,0.5554894804954529,8.214560508728027,41493
1.4732307195663452,0.3048500120639801,81.9876708984375,1.0962198972702026,0.5907649397850037,8.280759811401367,41834
1.4696614742279053,0.30379998683929443,81.85972595214844,1.2352567911148071,0.5307173728942871,8.464941024780273,42763
1.4714772701263428,0.304749995470047,80.75070190429688,1.1587352752685547,0.5693618655204773,8.415399551391602,42514
1.4699355363845825,0.31154999136924744,79.7936782836914,1.2090303897857666,0.545976996421814,8.21816349029541,41514
1.4674865007400513,0.30605000257492065,82.20347595214844,1.298302173614502,0.506738007068634,8.46939468383789,42782
